"_id",business_id,review_id,stars,text,useful
5ad77accd209ba1dce68c679,zwNC-Ow4eIMan2__bS9-rg,QETWn4X3whTD0YB3XvcmzA,5,"Taco Y Taco has my favorite al pastor tacos in town. The meat is always flavorful and and tender, and it's topped off with sweet, juicy pineapple, crisp onions, fresh cilantro, and a light and creamy avocado sauce. I also like their Carne asada. I've only ever ordered their tacos, but their menu is vast, so one of these days I may be tempted to try one of their burritos, salads, or elote. I recommend a liter of Coca Cola or a bottle of cerveza with your tacos - they have a huge selection, including my favorites Bohemia and Negra Modelo. \n\nThe customer service is always quick and friendly, their prices are comparable, the tables and dining area is larger than many taquerias in town, and their salsa bar is so stocked, it even has beans on it! Twice we've been there for lunch when La Buena 101.9 FM was doing a live remote, and one time my husband won a pair of tickets to Ricardo Arjona at Planet Hollywood. (Swoon!) Those floor tix would've cost us over $250 - we were flabbergasted! Best lunch date (and free fancy date night) ever!",0
5ad77a89d209ba1dce598e3f,jfUjzI1u_NgKkaA40upHXw,mzS2JjK0xC88hMlgyZG4dw,5,Friendly and comfortable staff. Winston always has an amazing time every time he comes! Thank you for not breaking the bank like some other places in town!,0
5ad77ba0d209ba1dce988b88,VxsLjIAut_VNpbaLYsIcFA,EHT513B5s_ew7cFC3JGmoA,4,"If you're staying at the Cosmo you should take a few minutes to stop by this adorable shop. Located right by the exit to the LV Strip pedestrian bridge, and neighboring Aria Resort, you will most likely pass by it anyway. \n\nSmallish store packed with lots of Japanese items, fun figurines, collectibles, Ts, and of course Kidrobot goodies. I regret not buying the stuffed ""Grumpy Cat."" :'( Lol! A fun way to waste a few minutes before heading off to dinner or a show. Let your inner child shine right in the heart of Sin City!\n\n\n[112 in 2015]",13
5ad77b95d209ba1dce9639c2,QPCPa-LasXaj61vHyVRf5Q,FgDBpwVDQlpwzYYVsZbuAQ,4,"Same day surgery 9/13/16 for Green Light Laser prostate procedure. (Dr. Sivarajan under the watchful eye of, I believe, Dr.Patel) Mostly all went very well. Hospital called the day before to make sure that I had good travel instructions. The parking lot is convenient from the street and signage is good from the lot into the hospital. Registration went smoothly. Medical personnel were proficient and friendly. As far as I can tell at this early date, all went as expected. But... In pre-op, the installation of the venous access catheter went awry. Someone please observe and correct ""Amber"". The puncture entry, I believe should go north south, not east west. When the ulnar nerve gets tapped, it is a painful shock. When a patient is in pain from a simple puncture something is wrong. Anyway, in the O.R., the intravenous anesthesia would not flow. She missed the vein and the catheter had to be redone on the other arm; an unnecessary and painful delay. Just an awful way to start. Boswell, please pay closer attention to your newbies.",2
5ad77badd209ba1dce9c841b,0cf-w9PK5gLkBkitL3bdqw,BJq3hjL2g-G7NJEk0ZnnjA,5,"We LOVE this place.  Usually get the chicken biryani, but recently tried Chicken tika masala which is delicious.  I really don't think you can go wrong with anything tho..",0
5ad77a88d209ba1dce594f48,So132GP_uy3XbGs0KNyzyw,VAhTsJKwPuFMgatHG6-lBQ,5,This is The Gargoyle's favorite Las Vegas off strip place. Great atmosphere and phenomenal service. The food is fresh and homemade and always delicious. Treat yourself to a fine atmosphere with a laid back attitude. Don't be surprised if someone is dancing to the live lounge music. Plenty of locals and out of towers feel at home here.,0
5ad77a7bd209ba1dce5638e4,mIJO9f2A3gfj4ahAM0QBQw,S4R8n0GoKj2RWppbvIYMVQ,5,"I work for an electrical company. We do electrical for major chains. My electrician wasnt available, on vacation, and of course an emergency at one of the store came up, smoke is coming out of a breaker.I am given a time frame for my guy to show up. SO I start looking at yelp and I see a company that has great reviews and I call them (24/7 electric) I was told sure not a problem we will be there in a hour. I call store an hour and a half later and store manager tells me 24/7 never showed up. So I text them and no response, made a call, went straight to voicemail. Waited a bit called again still no answer. \nIt was an emergency! I looked below listings and I found Eco. Called the lady on the phone was extremely polite and helpful, I explained I could only do business with someone who could go out there now. She checked availability, told me she would get someone out there, less than an hour. They called me when he was onsite. Checked and double checked all issues and made repairs and took pictures of everything for me. These guys came through for me and I am grateful. Call these guys Eco Electric, they are the real deal.",0
5ad77ab7d209ba1dce63dcc4,eS29S_06lvsDW04wVrIVxg,uX7xm_pfBeVVHQmizhnFYQ,4,"Barrio is on my short list when I'm visiting Phoenix. Their Cochinita Pibil is better than mine, and I'm okay with that. It's tender and juicy and I eat every last bite. The only aspect in which my C.P. exceeds theirs is the fresh habanero salsa I serve on the side. I'm writing this review from my POV, thus the four stars; however, I made the mistake of recommending the dark mole to a dinner companion, which turned out to be much more earthy, smokey and strong tasting than I recall. Too much char on the chilis, perhaps? I couldn't blame my friend for getting through less than half his plate. (Perhaps this is a matter of personal preference, but I enjoyed the moles in Oaxaca much more.) All in all, I still highly recommend this restaurant for its quality ingredients and authentic flavors.",1
5ad77ac9d209ba1dce67d93a,ab3-BhBFlkfvlUwg8w0-1g,DUVXlU6JY2WPtSz9GHrUbg,5,"Brian did an awesome job on my Grand Cherokee. He explained everything to me, reasonable prices and he is super easy to work with. I will deffinetely use him again in the future and will recommend to friends!",2
5ad77a7dd209ba1dce56ebc9,0HTL9Budfc3jD9sqNUuq9w,r70_N7k4_9MjPNW2rQwrvA,5,"When it comes to pools...you shouldn't come here.  Why, because then I'll have to stare you down, because I NEED my lane.  As an active athlete I try to swim 2x per week.  The good part about this place during the summer is that the swim teams seem to consolidate at Cactus or that's how it feels.\n\nPool is always clean and never tastes overly chloriney...makes me think it's saltwater actually.",2
5ad77b95d209ba1dce961baf,HO5WgwBBOpgQ2bCbSxTHzA,IQaWq7Jr-BC9XWvfDHAIlA,1,I just had the rudest lady named Rosie do a return for me. I can't believe that you can treat customers that way and Macys seems to be ok with it. It really is unbelievable.,0
5ad77b02d209ba1dce73d6a6,8-pTN6SzXw3_R-Uo43GOAg,d60z4BEmP1cYNfFU6kHFWw,1,Slow service and the Burger was over cooked and served with a stale bun. This is not the quality I expect from McDonald's! Other customers were waiting 20 minutes for their orders to be served. Seems like they could do a lot better with customer service and food prep.,0
5ad77b87d209ba1dce91d93a,UrX0UEejKhHzk158VxlQzA,5QS7YSHfzriPM1s6O0hMfA,1,I wouldn't recommend. Long lines. Too many people. Not fun. I really don't want to be here.,1
5ad77a11d209ba1dce29470e,lWc6CdEyEpThhnKc-2Nbtg,HGX9NoyquP8SLem4WCTapw,4,Toasty Torpedo. $4 and I'm good for lunch. The ladies that work here are very nice.,0
5ad77a4dd209ba1dce46c1e6,W2bxzyiQouzBhPuzg95Vrw,l9DMnTHSWGyBAdLqEpL0sg,5,"Total nail rehab. Nivea transformed a terrible stiletto nail job -- she is the best. Clean and charming place, not to mention super convenient. Can't thank them enough for taking me as a walk-in (But you do usually need an appointment--no wonder why...). Awesome job! Love Nail Chic. I finally found home.",1
5ad77b04d209ba1dce746394,0xnGWFg45GdBwL3gYk-WEQ,Ln_ruFzA-8pPys2UJmVW-Q,5,"They are THE Westside tobacco shop. Nice selection of specialty cigarettes. Complete line of American Spirit,  including organic.  Thay sell beer and all smoking supplies. Soon to have wide range of vapor ciggs.",0
5ad77a31d209ba1dce3c12fe,Kf02EOsn00K7KNLN4dGH8g,al60LJucv87VcwXYZz2pfg,5,"I have been going to Level/10 for years getting my hair French braided and singles by Raynesha,she is very professional and her work is very neat, I have received compliments on my hairstyles.. My two sons  have been long time customers with Ràyneaha does their dreadlocks. Raynesha\nwill call me the day before to confirm my appointment Raynesha prices are  very reasonable.   I would highly recommend her. #Satisfiedcustomer",0
5ad77b3ed209ba1dce814184,XNFA-aJFX8IQjol8Dg6GnA,aCswtganeZZhGETsR_57wQ,5,"My fiancé and I had our rehearsal dinner here and needed to use the elevator for him and our elderly guests.  The elevator ended up breaking down and he and our guest were unable to get upstairs to the party room.  The owners and most of the staff did as much as they could to get it up and working with no avail.  They were more than accommodating and moved us all down to the first floor and took very good care of us.  Kiddos to Ziggy's and staff for making a not so good situation, better.  Oh, and the food is ALWAYS fantastic!!! My guests who had never been there, raved about it!!",0
5ad77b09d209ba1dce7572a4,_8Hf6ELEXmh60twBSqNL-g,hOyWrUWGhVjG7igG0bvcdQ,1,"Unsanitary practices a turn off.\nWe had always liked this place before our LAST visit on Oct 14, 2013. We had just ordered, when a woman returned a milkshake that she and her child had both been drinking from to the counter.  She said her child did not like it, and to make it more palatable for her (the mother), she wanted vanilla ice cream added to it. To our surprise, the server took the plastic lid off their drink, poured it back into a metal milkshake canister, added ice cream and proceeded to reblend it. When I told her I thought it was not right to put milkshakes that had contacted their mouths back onto the common blender, she said that she could see my point, and it was not a common practice, but she was doing it ""just as a favor to her"". The immersion blender parts that hang down might be rinsed off, but are not sanitized between milkshakes, and she could not even seem to find any sanitizer around that she could use when we talked about that. We canceled our orders, and I emailed the owners, hoping for an assurance that they would take corrective actions to make sure it did not happen again, but after 3 weeks, no one has gotten back to me. Thus, I have to assume that they do not care. It seems that if they made the milkshake wrong, they should start over with fresh ingredients, and if the customer is just picky, they should still have a policy that is sanitary, rather than contaminating the equipment with someone's half drunk milkshake. Needless to say, we both lost our appetite for milkshakes from this place.",5
5ad77a98d209ba1dce5d5679,WymLKyWx3t9V3VfI7itMtA,s0u2zr3AsWKWB-nAzoRFmQ,1,"Didn't see a review about the Thursday special of AYCE mussels on here, so I went out to try it.\n\nNOT GOOD. Terrible. Don't get it. They're serving either really old and rotten mussels that they don't even clean. 75% were undercooked, with the mussels still sticking to the shell.\n\nOtherwise the interior is nicely decorated. The cheese/fruit tapas was good, and so was the bread with the chocolate butter.\n\nBut really they should stop advertising that special.",2
5ad77ac9d209ba1dce67be76,rbcfYmJtqwIkk17IeOI5Kw,hduRhl4kPkj8MC29zkU4Tw,5,"Truly incredible experience from beginning to end. Our sommelier was friendly and very knowledgeable and eager to help us choose the wine that would best accompany our taste buds as well as the entire meal we had planned. The food was amazing. There are a few other comparable French restaurants in the Las Vegas area that I usually frequent when in town (out of courtesy I'll refrain from naming names) but this was my first visit to Bardot and it is hands down the best dining experience I've ever had in Las Vegas. The food was exquisite and everything was cooked perfectly. I tried a little bit of everything but the highlights worth noting (at least for me) were the foie gras parfait, the duck wings a l'orange, the mac and cheese (yeah you heard me right) and the chickpea fries with ratatouille and eggplant purée. Everything was perfect. I'm not very good at describing good food in text, but this was amazing and you have to try it for yourself.",0
5ad77a69d209ba1dce511cbf,fbQaKW0Lte0JQ_opbnjdKg,fkIm9yjnpJcRUTbysXVzKw,4,Do not be intimidated by the ordering process. The staff will walk you through the process and the results are worth the effort. We told the person sitting next to us at a Diamondbacks game where we were planning to eat at the end of the game. He told us that we should go to Gadzooks instead. The food is very good - perhaps what Chipotle would like to be able to serve. The prices are reasonable.,0
5ad77a78d209ba1dce558e4b,ujHiaprwCQ5ewziu0Vi9rw,M4y8QXI6cd2j5-PXRq3Huw,4,"Prepare to wait in line on the weekends!!!\n\nWe came here for Sunday brunch.  Maybe it was our fault for waking up late after the clubs,  but we started waiting in line shortly after noon.  We weren't seated until almost 1:30 PM.   It wraps a few times, so we took turns waiting in line while the others went and gambled.  Needless to say, we wasted no time getting food. \n\nThe price is reasonable at $25.  \n\nThe food is good,  but not like OMG.  There is a massive amount of selection ranging from sushi rolls, pizza, prime rib, lamb, fish, breakfast items, asian,  and lots more goodies.   The dessert selection was good.  I ate chocolate covered strawberries and flan.  Both were outstanding.  \n\nIt is alot of food.  I would say the Wynn buffet is better though.",1
5ad77abcd209ba1dce6543cd,1QIg-97AFE5dHOVIaLjmxA,n53JXXguvpcGVzM-v0qjNg,1,"This place is going downhill fast. Most of the cardio machines have broken TVs, broken earphones and/or broken heart meters. Entire rows of machines are left unused because of this. The maintenance is awful and totally the attitude towards doing something about it is apathetic. Goodlife needs to do regular maintenance reviews and not expect customers to report all the problems. That system clearly does not work. They have also started advertising constantly including having an entire TV channell (the only one that seems to work) devoted to annoying Goodlife ads. As if I want to pay money to come into the gym and watch Goodlife ads for my entire workout.",3
5ad77aebd209ba1dce6e2289,DLwpjhatiSRN7QqZQwokSw,RGmELU_l_Q2beBJA0rd0tg,1,"I really should have known that this place was going to disappoint me by the empty patio - a rarity on a hot summer day; but I thought hey, I could be wrong, it's happened before.\n\nwe entered the store- and the cool AC sent me straight to heaven - I thought, see? I was wrong - well, I was.\nI bought 4 soft tacos - one of each kind - they didn't have any cherizo one left, which was disappointing but I thought, well, now I can try new things; I shouldn't have.\n\nThere were 2 kids serving; no green or red salsa left- which was disappointing to my friend. What made it worse was the fact that when my friend walked out the door, the boy pulled out a massive container of salsa to fill them up :O \nThe ""fresh tortilla"" was not fresh- maybe they did make it that day, but it was 6pm on a humid day and and what you made at 5am just may not keep. Maybe it was meant to taste doughy, but I've had home made tortilla and that was not the case.\n\n3 tacos out of 4 were - unsavory - but by the time I got to the ONE that was good my appetite was severely ruined and I could not stomach it. \n\nNow, I'm a BIG fan of food, Mexican being my top 5 - from that, tacos and burritos tickle my fancy any hour of the day - I would eat just about anything but not this. I was STARVING.FAMISHED but this was not going down. \n\nWHY I paid $12 for 4 unsavory tacos and a warm can of grape crush, I have no clue -because Burrito Boys and Chippy's were in walking distance... but I took one for the team and now you know not to go to this location. I hear the other locations are great; I'll have to go try, even if just to revive my love for tacos.",1
5ad77a36d209ba1dce3e7c5e,qJFyEn2PE20zIA1-BoAeXA,Np2LxyuIXKAJZ1KHIrhUvA,5,"We booked knight sounds to DJ our wedding at Bears Best. They were very helpful with any questions we had before the wedding. Our dj's name was Adam, he was extremely high energy and at first I thought it would be too much. I couldn't have been more wrong. He made it feel like a real party, and everybody was apart of it. I loved the fact that he did things like making playing hot potato with the napkins at each table and whoever got the napkin has to dance in the dance floor. He told everybody that we would be judging a competition but really it was just to get people to start dancing! He was very great at communicating with us and fitting our needs. Thanks so much, Adam!",0
5ad77b38d209ba1dce7fe0ee,E7C8xUC0oSNOpRl1vMTMzA,c2MbhriG4sclowUgy_YiIQ,5,"Great food! Boyfriend is Puerto rican and he loves this place. ""taste like home"" he says. It's a great little spot and I love there sweet plantains and shredded pork :) this is right down the street from us, so we will be visiting a lot",1
5ad77ad2d209ba1dce6a2b16,x7RRLRKyKdME9X3GuR5-5w,lBArXJyitYKRDlrgvJh4mA,2,"Placed a to go order.  Was given the wrong order and charged more than double of what ours would have been.  In the order was nothing we had ordered.  I asked that the charge be taken off our charge card.  They said they would.  It has not happened.  Even if the correct people had received this order, I think they would have been disappointed, they included the salsa but no chips.",1
5ad77b24d209ba1dce7b8396,5TPyzmhr3TKyWkPfzm01wA,5UNqTuhfD9Y7LhlnPuIUMQ,1,"Food OK but it took 35 minutes to get my food.  The cashier just said ""what can I tell you. We just got one cook"". Not trying this agsin",0
5ad77a46d209ba1dce452fe4,sAXy1yJRLllTm5WrJbJGAA,iTdRZI9Hppbl4fW_qNOM8A,5,"Last night I had the best experience I've ever had at ANY restaurant.  The night before I had called around to different places trying to find a restaurant that provided birthday menus to do something special for my boyfriend.  I called Del Frisco's to make a reservation and spoke with Charlie, who was so pleasant on the phone!  I asked about the birthday menu and she let me know that they wouldn't be able to create one but they could give him a birthday card and a complimentary dessert.  She told me to call in the morning to see if they could maybe make an exception.  I asked her if she could put the birthday card on the table before we arrived and she said sure.  The night of our dining experience, I called to push the reservation back half an hour because I was running late and they made the change with no problem.  When I arrived to the restaurant, I was greeted by the two ladies at the front desk, and I asked if one of them were Charlie, the young lady told me Charlie had gone to place the card on our table. **all smiles**  They seat us and a gentleman poured our water and said our server would be out.  We didn't wait long before Kristin came to greet us and take our drink orders.  Our drinks came back in less than 5 minutes which made me immediately feel good about the service we would receive.  Now, it was hardly busy in there on a Tuesday night, but I've been to small, inexpensive chain restaurants that have been dead and waited 10-15 minutes for a server and another 10-20 minutes for my drink.  Kristin came back, helped us decide on what we wanted to order.  She brought the bread out, our appetizer came, and the food shortly after... She checked on us throughout dinner... Everything was great.  We ordered the marinated shrimp appetizer, I had the crab cakes and brussel sprouts, and he had the lamb chops and spinach, our food was delicious!!!!  We were at the table taking a selfie when a server walked by and offered to take our picture which I thought was nice. Kristin came back out with the complimentary dessert and took a few more pictures of us... and when we were leaving Charlie told us goodbye, remembering our names... All in all, I had a great experience from the time I called until the time I left and I would like to thank everyone I came in contact with that evening.  They definitely helped make my boyfriend's birthday special.  Special thanks to Charlie and Kristin!!!",0
5ad77a8fd209ba1dce5ad274,eLFfWcdb7VkqNyTONksHiQ,vBUKjs__4lP4L0oc7DWQ-w,3,"I have mixed feelings about Gen. On one hand, the food was delicious and the menu was pretty big, and the aesthetic of the place was trendy and fun. On the other, the service was quite rude, and I still don't understand why. My friend and I were dressed appropriately, and we were super nice to everyone who was serving the table. The servers pretty much ignored us, though, and when our waiter deigned to make eye contact with us on his way around the restaurant, he always seemed to be annoyed that we were bothering him asking for a refill and was bristling with impatience when we asked for more meat. He was overly polite to the couple next to us, though, even though they were quite demanding; maybe it was because we were an ethnic minority that night? \n\nFood and drinks took forever to get to us, and the portion sizes weren't consistent. We got a tiny little portion of beef bulgogi, so we asked for more, and the next time the portion was 3 times the size. It made it hard for us to judge how much to order, especially when you're charged extra for leftovers. The food tasted good, but I don't know if it's worth it when there are other Korean BBQ restaurants in the city with staff that don't make you feel like a leper.",0
5ad77b21d209ba1dce7ad240,HQcel0uvg7N7KfhHJChfSQ,HQJdn7aAIPB0jsx6THZ_pg,1,Service is horrible.   They just push your stuff out of their way when they bring stuff out and are not personable at all.    They also just throw stuff on the table and don't tell you what is what.    Definitely not leaving any kind of tip,0
5ad77a63d209ba1dce4ea17f,aNGcHb8rjFFI9nY_fUgImg,p4xlQwted5BCWfud1-puyA,5,"Exceptional sushi, drinks, & service from Christa last night. My fiance & I came in about an hour before closing after walking around Fashion Show for a while. The interior is beautiful and dreamy, with stainless steel tables, dark colors, blue ambient lighting, and a large aquarium that is thankfully not overcrowded with fish so it didn't look tacky. We were greeted, seated, then met by Christa within 5 minutes. She was the right amount of friendly & efficient. She made great recommendations. We were only looking for something light and a drink or two, so I got the tuna tower (wonton crisps on the side) along with a cocktail (forgot the name, unfortunately) & he went with a basic california roll and some Stella. \n\nOur drinks came out quickly and were beautifully presented with waters on the side. Our food took some time but also came out right when we started getting ravenous. I had expected my tuna tower to resemble a messy pile on the plate which I could dig into, but it was much more tower-like than that. It was an underwhelming small dense cylinder of sushi rice, mixed crab meat, avocados, and raw tuna topped with micro greens and roe. It really did look small, but I found that when I took it apart it was well-worth the $16 cost. Because it was so incredibly dense, it filled me up and the wonton crisps were a spot-on recommendation by Christa. I crave it again as I write this. Even the california roll was good. Would definitely get both if I return. We got two more Stellas. \n\nOverall, great experience, a bit pricey but that is to be expected, so we left a good tip. Will definitely come back soon.",1
5ad77ab3d209ba1dce62e282,0THp0OXZnZI_dXkVoxqhYg,5veXkf173_Ke9-cLEZRNGg,3,"I would give it a higher score if the massage lasted an actual hour, but it doesn't, it's more like 50 minutes. They never start on time (5-10 minutes late) and I'm always there 15 minutes before my appointment. They always end 5 minutes before the hour is up. I feel cheated...",2
5ad77a41d209ba1dce42b145,eIMgmdrHuVJDbxqfXmixIw,MU37tddRweXi2QEna0jP6Q,1,"I've been to plenty a Home Depot in my day. I'm from Atlanta- just like them! Goodgrief- that reminds me that their head honcho just did some really crappy stuff back in the ATL and I probably shouldn't shop there anymore anyway. I'll save my politics for later, though. SO- I'm at Home Depot. I needed some boxes because I'm moving (yeh, I swore I'd never pay for boxes but stores crush those things before you can get them!) and I know Home Depot sells them for a decent price. \n\nI stopped by the other day after running some errands, and; mind you this was not anywhere close to closing time. I know when it gets close to closing time people just want to go home! I've been there- don't go into stores when they're about to close people. Don't do it! \n\nUnlike some hardware stores that have a store layout by the entrance Home Depot does not. They should especially considering that if you're female in Home Depot you may have to do some serious work to get some assistance. This has happened to me far too many times to count since moving to OH. It really makes me miss the Atlanta store in Midtown on Ponce de Leon. \n\nMy observations have been that if fully staffed they might have a woman working up at the front near the door and then working as cashiers as well as in the decorating and home renovation center in the back. And maybe the garden center as well. I overheard a woman stepping outside saying that someone had made the schedule for the week who doesn't usually and that she'd been there without a break since noon and was supposed to close (gladly she was headed out on break then around 7-8pm). At least that partially explained why no one was helping me. But not really.\n\nI've become the jerk that yells, ""Hey! Hey Mister!"" - I don't yell! I yell for some dude in an orange apron to help me. Really just to direct me. When I'm schlepping the giant boxes they're not even looking my way as a pair of orange apron dudes walks by me. I might have bought more but they hadn't restocked the shelf so I was having to do some crazy lifting. The store itself is a nice size and has everything indoors for the most part (I understand that's better for the environment because of chemicals during run off following rain?). \n\nIf you really need to go to Home Depot I suggest you head to 10800 Brookpark Rd, Cleveland, OH 44130 and they're far better at customer service than I think just about any other Home Depot I've been to in the area.",3
5ad77abcd209ba1dce65458b,_fdp5ySKdg0nKpP-9KmOeA,heHRQjEFxgWZrbJcOxG2Vg,5,Susan has the healing touch.   I was in a lot of pain and with one service she was able to get me moving again.  Her technique and process is beyond compare. I like that fact she will come to you and leave you in a peaceful place.,0
5ad77a75d209ba1dce54b59e,ajoqEHnCZTD8-8GqGLq9-Q,kRpmf26wKdTqhOqQh_OoYw,1,Just awful. From overpriced food to cold water shower im done. This was supposed to be me and my spouces honeymoon! We just had a dreadful time. I dont like to complain but this really was over the top. All i can think is Palms Las Vegas is going thru a tough time. I have gotten better service and amenities from a Motel 6. If you live in Las Vegas AND want a amazing staycation. Stay at Bellagio or Wynn. Im extremely heart broken. The cold water was the last straw.,0
5ad77b45d209ba1dce83210d,-mjUxlW8Lyyq0t3GWvD3EA,NBterzKzr8F1WM31pU_TMw,3,So I have mixed feeling for this MIcky Ds .. I live downt he street so I go here often if its for a soda ice cream or a regular burger.. I got diffrent times late nights early mornings.. But theres seems to be an inconsistent employee One of the drive thru girls During the night and midnight shift is very nice helpful and talkative Fast! Nows me as a regular now. But on occasions shes not there and I have the worst experince employee who argue with me about only the fires come large but not the drink in my meal?? With a Cigarette on her ear? Really? 1/3 time my order is wrong... If i were manager I would clean out some employees... But at teh same time its just Mcdonalds..,1
5ad77b61d209ba1dce88e05d,56d3dE1LoZZMxA-kTQvqew,VGv7en_N9D0x1IIf404roQ,5,"My tattoo was simple but it was my first and I really appreciated the friendliness, cleanliness and fun of Studio 21, and tattoo artist Das Frank did a great job - very neat and precise and so careful it hardly even hurt! They're obviously great for the tattoo aficionado but even if you're a first timer and a bit nervous, I'd recommend this place.",3
